conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider
DISTURBANCE_CAUSE_CERTAINTY_TYPE:1,Negligible,,DISTURBANCE_CAUSE_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.csv,Index,Eamena
DISTURBANCE_CAUSE_CERTAINTY_TYPE:2,Low,,DISTURBANCE_CAUSE_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.csv,Index,Eamena
DISTURBANCE_CAUSE_CERTAINTY_TYPE:3,Medium,,DISTURBANCE_CAUSE_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.csv,Index,Eamena
DISTURBANCE_CAUSE_CERTAINTY_TYPE:4,High,,DISTURBANCE_CAUSE_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.csv,Index,Eamena
DISTURBANCE_CAUSE_CERTAINTY_TYPE:5,Definite,,DISTURBANCE_CAUSE_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.csv,Index,Eamena
