conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider
THREAT_CERTAINTY_TYPE:1,Not Applicable,,THREAT_CAUSE_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.csv,Index,Eamena
THREAT_CERTAINTY_TYPE:2,Possible,,THREAT_CAUSE_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.csv,Index,Eamena
THREAT_CERTAINTY_TYPE:3,Probable,,THREAT_CAUSE_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.csv,Index,Eamena
THREAT_CERTAINTY_TYPE:4,Planned,,THREAT_CAUSE_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.csv,Index,Eamena
