conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider 
IMAGERY_CAMERA_SENSOR_RESOLUTION_TYPE:1,Unknown,,IMAGERY_CAMERA_SENSOR_RESOLUTION_TYPE_AUTHORITY_DOCUMENT.csv,Index,EAMENA
IMAGERY_CAMERA_SENSOR_RESOLUTION_TYPE:2,Other/Unlisted,,IMAGERY_CAMERA_SENSOR_RESOLUTION_TYPE_AUTHORITY_DOCUMENT.csv,Index,EAMENA
IMAGERY_CAMERA_SENSOR_RESOLUTION_TYPE:3,Satellite Imagery,,IMAGERY_CAMERA_SENSOR_RESOLUTION_TYPE_AUTHORITY_DOCUMENT.csv,Index,EAMENA
IMAGERY_CAMERA_SENSOR_RESOLUTION_TYPE:4,Not Applicable,,IMAGERY_CAMERA_SENSOR_RESOLUTION_TYPE_AUTHORITY_DOCUMENT.csv,Index,EAMENA
