conceptid,Value,ValueType,Provider 
THREAT_CERTAINTY_TYPE:1,001,sortorder,Eamena
THREAT_CERTAINTY_TYPE:2,002,sortorder,Eamena
THREAT_CERTAINTY_TYPE:3,003,sortorder,Eamena
THREAT_CERTAINTY_TYPE:4,004,sortorder,Eamena
