conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider 
CONDITION:1,unknown,,CONDITION_AUTHORITY_DOCUMENT.csv,Index,GCI
CONDITION:2,destroyed,,CONDITION_AUTHORITY_DOCUMENT.csv,Index,GCI
CONDITION:3,very bad,,CONDITION_AUTHORITY_DOCUMENT.csv,Index,GCI
CONDITION:4,poor,,CONDITION_AUTHORITY_DOCUMENT.csv,Index,GCI
CONDITION:5,fair,,CONDITION_AUTHORITY_DOCUMENT.csv,Index,GCI
CONDITION:6,good,,CONDITION_AUTHORITY_DOCUMENT.csv,Index,GCI
