conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider 
CONDITION:1,unknown,unknown,CONDITION_AUTHORITY_DOCUMENT.csv,Index,GCI
CONDITION:2,destroyed,destroyed,CONDITION_AUTHORITY_DOCUMENT.csv,Index,GCI
CONDITION:3,very bad,very bad,CONDITION_AUTHORITY_DOCUMENT.csv,Index,GCI
CONDITION:4,poor,poor,CONDITION_AUTHORITY_DOCUMENT.csv,Index,GCI
CONDITION:5,fair,fair,CONDITION_AUTHORITY_DOCUMENT.csv,Index,GCI
CONDITION:6,good,good,CONDITION_AUTHORITY_DOCUMENT.csv,Index,GCI
