conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider
THREAT_CERTAINTY_TYPE:1,Negligible,,THREAT_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.csv,Index,Eamena
THREAT_CERTAINTY_TYPE:2,Low,,THREAT_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.csv,Index,Eamena
THREAT_CERTAINTY_TYPE:3,Medium,,THREAT_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.csv,Index,Eamena
THREAT_CERTAINTY_TYPE:4,High,,THREAT_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.csv,Index,Eamena
THREAT_CERTAINTY_TYPE:5,Definite,,THREAT_CERTAINTY_TYPE_AUTHORITY_DOCUMENT.csv,Index,Eamena
