conceptid,Value,ValueType,Provider 
FROM:238,238,sortorder,Eamena
FROM:239,239,sortorder,Eamena
FROM:240,240,sortorder,Eamena
FROM:241,241,sortorder,Eamena
FROM:242,242,sortorder,Eamena
FROM:243,243,sortorder,Eamena
FROM:244,244,sortorder,Eamena
FROM:245,245,sortorder,Eamena
FROM:246,246,sortorder,Eamena
FROM:247,247,sortorder,Eamena
FROM:248,248,sortorder,Eamena
FROM:249,249,sortorder,Eamena
FROM:250,250,sortorder,Eamena
FROM:251,251,sortorder,Eamena
FROM:252,252,sortorder,Eamena
FROM:253,253,sortorder,Eamena
FROM:254,254,sortorder,Eamena
FROM:255,255,sortorder,Eamena
FROM:256,256,sortorder,Eamena
FROM:257,257,sortorder,Eamena
FROM:258,258,sortorder,Eamena
FROM:259,259,sortorder,Eamena
FROM:260,260,sortorder,Eamena
FROM:261,261,sortorder,Eamena
FROM:262,262,sortorder,Eamena
FROM:263,263,sortorder,Eamena
FROM:264,264,sortorder,Eamena
FROM:265,265,sortorder,Eamena
FROM:266,266,sortorder,Eamena
FROM:267,267,sortorder,Eamena
FROM:268,268,sortorder,Eamena
FROM:269,269,sortorder,Eamena
FROM:270,270,sortorder,Eamena
FROM:271,271,sortorder,Eamena
FROM:272,272,sortorder,Eamena
FROM:273,273,sortorder,Eamena
FROM:274,274,sortorder,Eamena
FROM:275,275,sortorder,Eamena
FROM:276,276,sortorder,Eamena
FROM:277,277,sortorder,Eamena
FROM:278,278,sortorder,Eamena
FROM:279,279,sortorder,Eamena
FROM:280,280,sortorder,Eamena
FROM:281,281,sortorder,Eamena
FROM:282,282,sortorder,Eamena
FROM:283,283,sortorder,Eamena
FROM:284,284,sortorder,Eamena
FROM:285,285,sortorder,Eamena
FROM:286,286,sortorder,Eamena
FROM:287,287,sortorder,Eamena
FROM:288,288,sortorder,Eamena
FROM:289,289,sortorder,Eamena
FROM:290,290,sortorder,Eamena
FROM:291,291,sortorder,Eamena
FROM:292,292,sortorder,Eamena
FROM:293,293,sortorder,Eamena
FROM:294,294,sortorder,Eamena
FROM:295,295,sortorder,Eamena
FROM:296,296,sortorder,Eamena
FROM:297,297,sortorder,Eamena
FROM:298,298,sortorder,Eamena
FROM:299,299,sortorder,Eamena
FROM:300,300,sortorder,Eamena
FROM:301,301,sortorder,Eamena
FROM:302,302,sortorder,Eamena
FROM:303,303,sortorder,Eamena
FROM:304,304,sortorder,Eamena
FROM:305,305,sortorder,Eamena
FROM:306,306,sortorder,Eamena
FROM:307,307,sortorder,Eamena
FROM:308,308,sortorder,Eamena
FROM:309,309,sortorder,Eamena
FROM:310,310,sortorder,Eamena
FROM:311,311,sortorder,Eamena
FROM:312,312,sortorder,Eamena
FROM:313,313,sortorder,Eamena
FROM:314,314,sortorder,Eamena
FROM:315,315,sortorder,Eamena
FROM:316,316,sortorder,Eamena
FROM:317,317,sortorder,Eamena
FROM:318,318,sortorder,Eamena
FROM:319,319,sortorder,Eamena
FROM:320,320,sortorder,Eamena
FROM:321,321,sortorder,Eamena
FROM:322,322,sortorder,Eamena
FROM:323,323,sortorder,Eamena
FROM:324,324,sortorder,Eamena
FROM:325,325,sortorder,Eamena
FROM:326,326,sortorder,Eamena
FROM:327,327,sortorder,Eamena
FROM:328,328,sortorder,Eamena
FROM:329,329,sortorder,Eamena
FROM:330,330,sortorder,Eamena
FROM:331,331,sortorder,Eamena
FROM:332,332,sortorder,Eamena
FROM:333,333,sortorder,Eamena
FROM:334,334,sortorder,Eamena
FROM:335,335,sortorder,Eamena
FROM:336,336,sortorder,Eamena
FROM:337,337,sortorder,Eamena
